Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-09-25 00:00:00-04:00,22.507302860938985,22.58829689025879,22.507302860938985,22.58829689025879,1000,0.0,0.0,0.0
2019-09-26 00:00:00-04:00,22.58829689025879,22.58829689025879,22.58829689025879,22.58829689025879,0,0.0,0.0,0.0
2019-09-27 00:00:00-04:00,22.471303939819336,22.480303466805758,22.471303939819336,22.471303939819336,2000,0.0,0.0,0.0
2019-09-30 00:00:00-04:00,22.471303939819336,22.471303939819336,22.471303939819336,22.471303939819336,0,0.0,0.0,0.0
2019-10-01 00:00:00-04:00,22.471303939819336,22.471303939819336,22.471303939819336,22.471303939819336,0,0.0,0.0,0.0
2019-10-02 00:00:00-04:00,22.471303939819336,22.471303939819336,22.471303939819336,22.471303939819336,0,0.0,0.0,0.0
2019-10-03 00:00:00-04:00,22.471303939819336,22.471303939819336,22.471303939819336,22.471303939819336,0,0.0,0.0,0.0
2019-10-04 00:00:00-04:00,22.471303939819336,22.471303939819336,22.471303939819336,22.471303939819336,0,0.0,0.0,0.0
2019-10-07 00:00:00-04:00,22.471303939819336,22.471303939819336,22.471303939819336,22.471303939819336,0,0.0,0.0,0.0
2019-10-08 00:00:00-04:00,22.471303939819336,22.471303939819336,22.471303939819336,22.471303939819336,0,0.0,0.0,0.0
2019-10-09 00:00:00-04:00,22.678300857543945,22.678300857543945,22.678300857543945,22.678300857543945,2200,0.0,0.0,0.0
2019-10-10 00:00:00-04:00,22.678300857543945,22.678300857543945,22.678300857543945,22.678300857543945,0,0.0,0.0,0.0
2019-10-11 00:00:00-04:00,22.462308883666992,22.462308883666992,22.462308883666992,22.462308883666992,500,0.0,0.0,0.0
2019-10-14 00:00:00-04:00,22.462308883666992,22.462308883666992,22.462308883666992,22.462308883666992,0,0.0,0.0,0.0
2019-10-15 00:00:00-04:00,22.462308883666992,22.462308883666992,22.462308883666992,22.462308883666992,100,0.0,0.0,0.0
2019-10-16 00:00:00-04:00,22.462308883666992,22.462308883666992,22.462308883666992,22.462308883666992,0,0.0,0.0,0.0
