Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-06-13 00:00:00-04:00,23.801665986675633,23.84911674998201,23.709609985351562,23.709609985351562,22600,0.0,0.0,0.0
2016-06-14 00:00:00-04:00,23.68777928382592,23.744722366333008,23.680187596877136,23.744722366333008,9000,0.0,0.0,0.0
2016-06-15 00:00:00-04:00,23.773191189552602,23.830134269885022,23.69726889257305,23.725740432739258,30000,0.0,0.0,0.0
2016-06-16 00:00:00-04:00,23.7067538835544,23.934520721435547,23.678284160150458,23.934520721435547,7100,0.0,0.0,0.0
2016-06-17 00:00:00-04:00,23.94401905961075,23.94401905961075,23.72574266155576,23.896568298339844,1600,0.0,0.0,0.0
2016-06-20 00:00:00-04:00,24.076879135635668,24.076879135635668,23.991466336094234,24.02942657470703,700,0.0,0.0,0.0
2016-06-21 00:00:00-04:00,24.01994284123452,24.133827209472656,23.991473106772954,24.133827209472656,1300,0.0,0.0,0.0
2016-06-22 00:00:00-04:00,24.133820765191913,24.133820765191913,24.067388989012894,24.076879501342773,47400,0.0,0.0,0.0
2016-06-23 00:00:00-04:00,24.162292504942346,24.209745070544884,24.12433226259061,24.206897735595703,11200,0.0,0.0,0.0
2016-06-24 00:00:00-04:00,24.019935337990276,24.181270420020944,23.868090767859066,23.972484588623047,5300,0.0,0.0,0.0
2016-06-27 00:00:00-04:00,23.906055714604857,23.953506469726562,23.81115239423117,23.953506469726562,600,0.0,0.0,0.0
2016-06-28 00:00:00-04:00,24.067388802681116,24.114839553833008,24.067388802681116,24.114839553833008,400,0.0,0.0,0.0
2016-06-29 00:00:00-04:00,24.390058874818504,24.399547576904297,24.2951555627895,24.399547576904297,13800,0.0,0.0,0.0
2016-06-30 00:00:00-04:00,24.437508812906994,24.788650512695312,24.437508812906994,24.788650512695312,2200,0.0,0.0,0.0
2016-07-01 00:00:00-04:00,24.921517966110454,24.921517966110454,24.760182858773327,24.874065399169922,34100,0.0,0.0,0.0
2016-07-05 00:00:00-04:00,24.99743888471821,25.006929397583008,24.99743888471821,25.006929397583008,400,0.0,0.0,0.0
2016-07-06 00:00:00-04:00,24.91677144158626,25.00503158569336,24.91677144158626,25.00503158569336,600,0.0,0.0,0.0
2016-07-07 00:00:00-04:00,24.874061147752307,24.874061147752307,24.75827980041504,24.75827980041504,31100,0.0,0.0,0.0
2016-07-08 00:00:00-04:00,24.760181493489018,25.006929397583008,24.75069098062422,25.006929397583008,21800,0.0,0.0,0.0
2016-07-11 00:00:00-04:00,25.490936770312427,25.490936770312427,24.99744092190657,25.030656814575195,3100,0.0,0.0,0.0
2016-07-12 00:00:00-04:00,25.310615255322407,25.310615255322407,24.854131239974294,24.85508155822754,27400,0.0,0.0,0.0
2016-07-13 00:00:00-04:00,24.907279462783915,24.963272216503412,24.907279462783915,24.959474563598633,4100,0.0,0.0,0.0
2016-07-14 00:00:00-04:00,24.912972916569085,24.912972916569085,24.86931800842285,24.86931800842285,400,0.0,0.0,0.0
2016-07-15 00:00:00-04:00,24.931007784898586,24.931007784898586,24.78106021172665,24.86172866821289,2300,0.0,0.0,0.0
2016-07-18 00:00:00-04:00,24.862678322210744,24.883556365966797,24.862678322210744,24.883556365966797,1800,0.0,0.0,0.0
2016-07-19 00:00:00-04:00,24.883556365966797,24.883556365966797,24.883556365966797,24.883556365966797,100,0.0,0.0,0.0
2016-07-20 00:00:00-04:00,24.76967326290309,24.76967326290309,24.726966857910156,24.726966857910156,16400,0.0,0.0,0.0
2016-07-21 00:00:00-04:00,24.646300357952516,24.646300357952516,24.633964318739466,24.637760162353516,2700,0.0,0.0,0.0
2016-07-22 00:00:00-04:00,24.788654398937645,24.881658895958612,24.788654398937645,24.874065399169922,1600,0.0,0.0,0.0
2016-07-25 00:00:00-04:00,24.769674547873898,24.8000431060791,24.769674547873898,24.8000431060791,1600,0.0,0.0,0.0
2016-07-26 00:00:00-04:00,24.76967423037231,24.76967423037231,24.61782963116223,24.646299362182617,3600,0.0,0.0,0.0
2016-07-27 00:00:00-04:00,24.49445343017578,24.49445343017578,24.49445343017578,24.49445343017578,1300,0.0,0.0,0.0
2016-07-28 00:00:00-04:00,24.493503101275476,24.617826461791992,24.493503101275476,24.617826461791992,3400,0.0,0.0,0.0
2016-07-29 00:00:00-04:00,24.679513064293204,24.722219467163086,24.679513064293204,24.722219467163086,3100,0.0,0.0,0.0
2016-08-01 00:00:00-04:00,24.698490142822266,24.698490142822266,24.698490142822266,24.698490142822266,200,0.0,0.0,0.0
2016-08-02 00:00:00-04:00,24.52292443823467,24.541905464224314,24.49824874242208,24.540006637573242,2100,0.0,0.0,0.0
2016-08-03 00:00:00-04:00,24.371079286623683,24.372976303100586,24.371079286623683,24.372976303100586,7300,0.0,0.0,0.0
2016-08-04 00:00:00-04:00,24.409038645270105,24.409038645270105,24.39859962463379,24.39859962463379,400,0.0,0.0,0.0
2016-08-05 00:00:00-04:00,24.34925258389946,24.380571459202827,24.333118892096266,24.342609405517578,19900,0.0,0.0,0.0
2016-08-08 00:00:00-04:00,24.342609405517578,24.342609405517578,24.342609405517578,24.342609405517578,0,0.0,0.0,0.0
2016-08-09 00:00:00-04:00,24.390061981441917,24.390061981441917,24.370132446289062,24.370132446289062,7200,0.0,0.0,0.0
2016-08-10 00:00:00-04:00,24.33311908338474,24.33311908338474,24.304649353027344,24.304649353027344,500,0.0,0.0,0.0
2016-08-11 00:00:00-04:00,24.361592696591796,24.390064239501953,24.359693869678914,24.390064239501953,13900,0.0,0.0,0.0
2016-08-12 00:00:00-04:00,24.7222221450207,24.7222221450207,24.494455241753535,24.53241729736328,3600,0.0,0.0,0.0
2016-08-15 00:00:00-04:00,24.53241729736328,24.53241729736328,24.53241729736328,24.53241729736328,6200,0.0,0.0,0.0
2016-08-16 00:00:00-04:00,24.20025712360464,24.204052967229295,24.17558323497915,24.195512771606445,2400,0.0,0.0,0.0
2016-08-17 00:00:00-04:00,24.010443477485058,24.228721618652344,23.972483242149416,24.228721618652344,1000,0.0,0.0,0.0
2016-08-18 00:00:00-04:00,24.29515475369058,24.38056755065918,24.29515475369058,24.38056755065918,200,0.0,0.0,0.0
2016-08-19 00:00:00-04:00,24.27617835998535,24.27617835998535,24.27617835998535,24.27617835998535,100,0.0,0.0,0.0
2016-08-22 00:00:00-04:00,24.390060861632175,24.522924423217773,24.390060861632175,24.522924423217773,2200,0.0,0.0,0.0
2016-08-23 00:00:00-04:00,24.54949788815038,24.54949788815038,24.473575592041016,24.473575592041016,1600,0.0,0.0,0.0
2016-08-24 00:00:00-04:00,24.390061347133294,24.390061347133294,24.247705459594727,24.247705459594727,12100,0.0,0.0,0.0
2016-08-25 00:00:00-04:00,24.314134410819985,24.314134410819985,24.228721618652344,24.228721618652344,300,0.0,0.0,0.0
2016-08-26 00:00:00-04:00,24.265734552714548,24.265734552714548,23.991465458066017,24.055049896240234,9700,0.0,0.0,0.0
2016-08-29 00:00:00-04:00,24.152799423343467,24.190759658813477,24.152799423343467,24.190759658813477,700,0.0,0.0,0.0
2016-08-30 00:00:00-04:00,23.962994547900372,23.99905776977539,23.962994547900372,23.99905776977539,500,0.0,0.0,0.0
2016-08-31 00:00:00-04:00,23.915544687192043,24.000957489013672,23.89656366231387,24.000957489013672,16400,0.0,0.0,0.0
2016-09-01 00:00:00-04:00,24.000958590313942,24.11199378967285,24.000958590313942,24.11199378967285,26800,0.0,0.0,0.0
2016-09-02 00:00:00-04:00,24.257195865262972,24.35969087294787,24.257195865262972,24.268585205078125,4300,0.0,0.0,0.0
2016-09-06 00:00:00-04:00,24.30275005166615,24.41853141784668,24.30275005166615,24.41853141784668,1400,0.0,0.0,0.0
2016-09-07 00:00:00-04:00,24.304645941228344,24.375822067260742,24.304645941228344,24.375822067260742,400,0.0,0.0,0.0
2016-09-08 00:00:00-04:00,24.342607911030868,24.342607911030868,24.2904109954834,24.2904109954834,300,0.0,0.0,0.0
2016-09-09 00:00:00-04:00,24.05790077677328,24.05790077677328,23.493227005004883,23.493227005004883,65000,0.0,0.0,0.0
2016-09-12 00:00:00-04:00,23.569141446510983,23.85859566833181,23.569141446510983,23.853851318359375,1700,0.0,0.0,0.0
2016-09-13 00:00:00-04:00,23.446724361970826,23.446724361970826,23.42205047607422,23.42205047607422,600,0.0,0.0,0.0
2016-09-14 00:00:00-04:00,23.38409365998381,23.38409365998381,23.31766186369783,23.35087776184082,1000,0.0,0.0,0.0
2016-09-15 00:00:00-04:00,23.58338469228383,23.650764979431944,23.58338469228383,23.5881290435791,800,0.0,0.0,0.0
2016-09-16 00:00:00-04:00,23.58338559952336,23.60711097717285,23.58338559952336,23.60711097717285,200,0.0,0.0,0.0
2016-09-19 00:00:00-04:00,23.74471946005035,23.865245168664504,23.74471946005035,23.763700485229492,22200,0.0,0.0,0.0
2016-09-20 00:00:00-04:00,23.836774618645105,23.849110655468778,23.68777556727259,23.706756591796875,18900,0.0,0.0,0.0
2016-09-21 00:00:00-04:00,23.801661440208537,24.11199378967285,23.801661440208537,24.11199378967285,900,0.0,0.0,0.0
2016-09-22 00:00:00-04:00,24.209741811339065,24.209741811339065,24.20594596862793,24.20594596862793,4300,0.0,0.0,0.0
2016-09-23 00:00:00-04:00,24.143312397259862,24.143312397259862,24.064542770385742,24.064542770385742,600,0.0,0.0,0.0
2016-09-26 00:00:00-04:00,24.029432136939388,24.029432136939388,23.944019317626953,23.944019317626953,2800,0.0,0.0,0.0
2016-09-27 00:00:00-04:00,23.962994815953046,24.088266680682285,23.962994815953046,24.0465087890625,1500,0.0,0.0,0.0
2016-09-28 00:00:00-04:00,23.991470473950873,24.20025634765625,23.991470473950873,24.20025634765625,18500,0.0,0.0,0.0
2016-09-29 00:00:00-04:00,24.152804707077568,24.162293410423374,24.019939328541632,24.05790138244629,7300,0.0,0.0,0.0
2016-09-30 00:00:00-04:00,24.475470764281365,24.475470764281365,24.152800601462335,24.257192611694336,51000,0.0,0.0,0.0
2016-10-03 00:00:00-04:00,24.086368203542513,24.114839740532155,24.076879501342773,24.076879501342773,7400,0.0,0.0,0.0
2016-10-04 00:00:00-04:00,24.029429354291313,24.029429354291313,23.65930838688508,23.67828941345215,13600,0.0,0.0,0.0
2016-10-05 00:00:00-04:00,23.820643036021714,23.820643036021714,23.668798446655273,23.668798446655273,3000,0.0,0.0,0.0
2016-10-06 00:00:00-04:00,23.648869627459938,23.735230946127995,23.648869627459938,23.725740432739258,4400,0.0,0.0,0.0
2016-10-07 00:00:00-04:00,23.63083485688257,23.63083485688257,23.412558500135134,23.554912567138672,8000,0.0,0.0,0.0
2016-10-10 00:00:00-04:00,23.488485012640773,23.75421397958227,23.488485012640773,23.687780380249023,6800,0.0,0.0,0.0
2016-10-11 00:00:00-04:00,23.5264408375092,23.5264408375092,23.308162689208984,23.308162689208984,3000,0.0,0.0,0.0
2016-10-12 00:00:00-04:00,23.545419506853,23.545419506853,23.460006713867188,23.460006713867188,2200,0.0,0.0,0.0
2016-10-13 00:00:00-04:00,23.48753547668457,23.48753547668457,23.48753547668457,23.48753547668457,100,0.0,0.0,0.0
2016-10-14 00:00:00-04:00,23.725738818659547,23.73522933140264,23.526443481445312,23.526443481445312,3100,0.0,0.0,0.0
2016-10-17 00:00:00-04:00,23.59951561194225,23.59951561194225,23.50745964050293,23.50745964050293,1000,0.0,0.0,0.0
2016-10-18 00:00:00-04:00,23.659305572509766,23.659305572509766,23.659305572509766,23.659305572509766,200,0.0,0.0,0.0
2016-10-19 00:00:00-04:00,23.706759858826036,23.754212426676197,23.67829012824632,23.735231399536133,22700,0.0,0.0,0.0
2016-10-20 00:00:00-04:00,23.716251373291016,23.716251373291016,23.716251373291016,23.716251373291016,100,0.0,0.0,0.0
2016-10-21 00:00:00-04:00,23.592872619628906,23.592872619628906,23.592872619628906,23.592872619628906,500,0.0,0.0,0.0
2016-10-24 00:00:00-04:00,23.754205925063648,23.754205925063648,23.73996925354004,23.73996925354004,400,0.0,0.0,0.0
2016-10-25 00:00:00-04:00,23.744720741338494,23.744720741338494,23.668798446655273,23.668798446655273,5500,0.0,0.0,0.0
