Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-02-23 00:00:00-05:00,3.676209972750756,3.7336507535749868,3.518247825484122,3.561328411102295,40594800,0.0,0.0
1993-02-24 00:00:00-05:00,3.6187682095695943,3.704929357416489,3.5756876356461467,3.661848783493042,9426400,0.0,0.0
1993-02-25 00:00:00-05:00,3.676209665349617,3.7480106353759766,3.661849471344345,3.7480106353759766,5229200,0.0,0.0
1993-02-26 00:00:00-05:00,3.7480101477425056,3.805450916290283,3.6905693791947276,3.805450916290283,2761200,0.0,0.0
1993-03-01 00:00:00-05:00,3.7623696327209473,3.7767298221588135,3.67620849609375,3.67620849609375,3014400,0.0,0.0
1993-03-02 00:00:00-05:00,3.704930979942641,3.791092165522702,3.6905707823459637,3.7767319679260254,3022800,0.0,0.0
1993-03-03 00:00:00-05:00,3.7623724937438965,3.8198132951751007,3.733652093028294,3.7623724937438965,2808800,0.0,0.0
1993-03-04 00:00:00-05:00,3.7480106353759766,3.7910912173917923,3.7480106353759766,3.7480106353759766,1783600,0.0,0.0
1993-03-05 00:00:00-05:00,3.7336494868859313,3.834170819225168,3.6762087255492246,3.819810628890991,3868800,0.0,0.0
1993-03-08 00:00:00-05:00,3.7910907241533387,3.8198111084272277,3.7623703398794497,3.805450916290283,2516000,0.0,0.0
1993-03-09 00:00:00-05:00,3.7910916255070615,3.9634139721210184,3.7910916255070615,3.9203333854675293,2449200,0.0,0.0
1993-03-10 00:00:00-05:00,3.8916122476819535,4.092654946824195,3.877252054886079,4.07829475402832,3192800,0.0,0.0
1993-03-11 00:00:00-05:00,4.121375332415943,4.121375332415943,4.035214175640697,4.07829475402832,1276400,0.0,0.0
1993-03-12 00:00:00-05:00,4.049575049984414,4.1644566116860995,3.9059730978573066,4.150096416473389,2958800,0.0,0.0
1993-03-15 00:00:00-05:00,4.1357355252118175,4.1357355252118175,4.049574368436572,4.07829475402832,1858400,0.0,0.0
1993-03-16 00:00:00-05:00,4.049574872572645,4.092655456323418,3.9777738996546903,3.9921340942382812,2182000,0.0,0.0
1993-03-17 00:00:00-05:00,3.9921338430927316,4.035214424133301,3.949053262052163,4.035214424133301,2413600,0.0,0.0
1993-03-18 00:00:00-05:00,4.0208535061942206,4.150095226036178,4.0208535061942206,4.135735034942627,1765200,0.0,0.0
1993-03-19 00:00:00-05:00,4.164456149988007,4.164456149988007,4.092655181884766,4.092655181884766,2397600,0.0,0.0
1993-03-22 00:00:00-05:00,4.107015139620069,4.107015139620069,4.035214175640697,4.07829475402832,729200,0.0,0.0
1993-03-23 00:00:00-05:00,4.078295261739827,4.078295261739827,3.9921340942382812,3.9921340942382812,924000,0.0,0.0
1993-03-24 00:00:00-05:00,3.99213435086337,3.99213435086337,3.8341722002896392,3.9490537643432617,1787600,0.0,0.0
1993-03-25 00:00:00-05:00,3.920333373329856,3.9490537643432617,3.8628925913030447,3.9490537643432617,1080400,0.0,0.0
1993-03-26 00:00:00-05:00,4.078290796117164,4.2075324058532715,4.063930617257596,4.2075324058532715,2376800,0.0,0.0
1993-03-29 00:00:00-05:00,4.17881606398402,4.250617027282715,4.1070151006853255,4.250617027282715,1273600,0.0,0.0
1993-03-30 00:00:00-05:00,4.308057064342188,4.408578395843506,4.264976493698766,4.408578395843506,1463600,0.0,0.0
1993-03-31 00:00:00-05:00,4.42293858605798,4.5090997273448234,4.394218205629032,4.408578395843506,1856000,0.0,0.0
1993-04-01 00:00:00-05:00,4.351138375900887,4.365498568560626,4.221896641963237,4.250617027282715,1410000,0.0,0.0
1993-04-02 00:00:00-05:00,4.193176537229304,4.264977505332546,4.092655181884766,4.092655181884766,1338800,0.0,0.0
1993-04-05 00:00:00-04:00,4.078296602183375,4.178817997307613,4.078296602183375,4.16445779800415,873200,0.0,0.0
1993-04-06 00:00:00-04:00,4.178812700551706,4.1931728816532585,4.107011795043945,4.107011795043945,763200,0.0,0.0
1993-04-07 00:00:00-04:00,4.092656801486838,4.178817997307613,4.092656801486838,4.16445779800415,240400,0.0,0.0
1993-04-08 00:00:00-04:00,4.1644566116860995,4.1644566116860995,4.135736221260678,4.150096416473389,304000,0.0,0.0
