Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-07-21 00:00:00-04:00,31.759375940874964,32.40483784663713,31.509093973336892,31.64082145690918,109200,0.0,0.0
2005-07-22 00:00:00-04:00,32.43119280093514,32.80002684179077,31.548621683540865,32.747337341308594,56800,0.0,0.0
2005-07-25 00:00:00-04:00,32.80002983095443,32.80002983095443,31.81207711006729,31.930631637573242,39600,0.0,0.0
2005-07-26 00:00:00-04:00,32.075537599952895,32.075537599952895,31.285174787044525,31.614492416381836,102450,0.0,0.0
2005-07-27 00:00:00-04:00,31.61448323450832,31.772556756177952,31.15343818483973,31.70669174194336,98100,0.0,0.0
2005-07-28 00:00:00-04:00,31.746202903838665,31.772548903020613,31.495920936595684,31.68033790588379,93600,0.0,0.0
2005-07-29 00:00:00-04:00,31.746221844272373,32.07553949304596,31.416904195498788,32.0623664855957,60700,0.0,0.0
2005-08-01 00:00:00-04:00,31.917461266674646,32.27312487853871,31.746217219755227,32.07553482055664,164950,0.0,0.0
2005-08-02 00:00:00-04:00,34.24901503879016,34.24901503879016,31.140257485117676,31.68033790588379,299700,0.0,0.0
2005-08-03 00:00:00-04:00,31.970152381563107,31.970152381563107,31.298344193493268,31.416898727416992,147750,0.0,0.0
2005-08-04 00:00:00-04:00,31.311515779714746,31.469586809453894,30.758262150640288,31.08757972717285,141200,0.0,0.0
2005-08-05 00:00:00-04:00,31.206131079301333,31.206131079301333,30.49480398039887,30.784605026245117,207050,0.0,0.0
2005-08-08 00:00:00-04:00,30.95585454305013,31.153444601464432,28.00516913491398,29.63858413696289,6384200,0.0,0.0
2005-08-09 00:00:00-04:00,30.65288201573844,31.416898727416992,29.664929241369943,31.416898727416992,4870350,0.0,0.0
2005-08-10 00:00:00-04:00,31.86476908780338,32.29946818394773,31.17978793251723,31.21930694580078,2559000,0.0,0.0
2005-08-11 00:00:00-04:00,31.06122361830957,31.32467859886915,30.00740872105705,30.12596321105957,1705150,0.0,0.0
2005-08-12 00:00:00-04:00,29.941554444710007,29.967900454701663,28.321312517630144,29.3751277923584,1688950,0.0,0.0
2005-08-15 00:00:00-04:00,29.638579016407736,29.743960530188556,28.057853797201933,28.242273330688477,1489850,0.0,0.0
2005-08-16 00:00:00-04:00,28.04468435227374,28.45303741934134,27.254321713196067,28.255447387695312,2345600,0.0,0.0
2005-08-17 00:00:00-04:00,27.89978234166782,28.966770465890704,27.86026333243977,28.571590423583984,1120650,0.0,0.0
2005-08-18 00:00:00-04:00,28.04467470912683,28.979935043159575,28.04467470912683,28.650617599487305,1339950,0.0,0.0
2005-08-19 00:00:00-04:00,28.466208511184185,28.848215545043196,28.374000003442127,28.518898010253906,736700,0.0,0.0
2005-08-22 00:00:00-04:00,28.58476478649616,28.71648979853587,27.926129676323377,28.45303726196289,1630650,0.0,0.0
2005-08-23 00:00:00-04:00,28.163236361266502,28.50572692194995,27.93930032206939,28.255447387695312,1077250,0.0,0.0
2005-08-24 00:00:00-04:00,28.05785468836309,28.69014630362406,27.952473171235187,28.45303726196289,1159600,0.0,0.0
2005-08-25 00:00:00-04:00,28.229101493370784,29.38829819283895,28.229101493370784,29.19070816040039,789650,0.0,0.0
2005-08-26 00:00:00-04:00,29.164362003550156,29.67809910025462,28.84821745076702,29.124845504760742,539950,0.0,0.0
2005-08-29 00:00:00-04:00,29.045810593184733,29.63858326345129,28.848220540593825,29.427820205688477,465050,0.0,0.0
2005-08-30 00:00:00-04:00,29.032633768644878,29.638576799436585,28.979941759449105,29.50684928894043,606100,0.0,0.0
2005-08-31 00:00:00-04:00,29.33560838271871,29.546371416777834,28.979944820558853,29.32243537902832,826950,0.0,0.0
