Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-11-10 00:00:00-05:00,28.688508243672874,28.966079007128293,26.700726673721654,27.157379150390625,35019100,0.0,0.0
2016-11-11 00:00:00-05:00,26.68281711089186,26.942482936030004,25.83219139383608,26.763402938842773,6020100,0.0,0.0
2016-11-14 00:00:00-05:00,26.27093877010208,27.24692128949933,25.74265459142527,27.032026290893555,4481900,0.0,0.0
2016-11-15 00:00:00-05:00,26.53955547689142,27.488677131120024,26.5216488423055,27.246919631958008,3667200,0.0,0.0
2016-11-16 00:00:00-05:00,27.55135043301486,28.688504386261155,27.408087131107184,28.384069442749023,4342300,0.0,0.0
2016-11-17 00:00:00-05:00,28.115457173956347,29.60629185159446,27.43047921729833,29.109346389770508,5252000,0.0,0.0
2016-11-18 00:00:00-05:00,28.778045468220274,29.63762536327472,28.464658032210906,29.261560440063477,4253400,0.0,0.0
2016-11-21 00:00:00-05:00,28.885486655470398,29.100383296553474,28.016954461272455,28.41988182067871,5036700,0.0,0.0
2016-11-22 00:00:00-05:00,28.222902148530363,29.68239960980293,27.24691968655061,29.279470443725586,5601700,0.0,0.0
2016-11-23 00:00:00-05:00,29.27946575329566,29.968921456876714,29.100385773097145,29.56599235534668,3619500,0.0,0.0
2016-11-25 00:00:00-05:00,29.333186906279675,29.35109524559138,28.894444547975528,29.180971145629883,827800,0.0,0.0
2016-11-28 00:00:00-05:00,28.89445101485444,29.995788511516622,28.80490929825554,29.315288543701172,1928500,0.0,0.0
2016-11-29 00:00:00-05:00,29.59286284724423,29.87043707822852,29.29738368647689,29.718217849731445,2139500,0.0,0.0
2016-11-30 00:00:00-05:00,29.78088832538938,30.71210157513782,29.54808672078569,29.977876663208008,2764900,0.0,0.0
2016-12-01 00:00:00-05:00,29.58390898259087,29.780893941892877,28.818345183051466,29.109346389770508,2914900,0.0,0.0
2016-12-02 00:00:00-05:00,28.795956030087254,29.736121826277508,28.661645166774157,29.53913688659668,1213100,0.0,0.0
2016-12-05 00:00:00-05:00,29.43168477696356,30.228587190684472,29.324238143207243,30.130096435546875,2004700,0.0,0.0
2016-12-06 00:00:00-05:00,29.951016611355715,30.318129076539837,29.736119926914487,30.282312393188477,1622900,0.0,0.0
2016-12-07 00:00:00-05:00,30.506162228020035,31.32097300645525,30.443484738576323,31.115032196044922,3809400,0.0,0.0
2016-12-08 00:00:00-05:00,31.258299099775602,32.23428165312182,30.989680769133063,32.17160415649414,2603000,0.0,0.0
2016-12-09 00:00:00-05:00,32.073111950250514,32.69093449040967,31.876123568315307,32.57453536987305,1993100,0.0,0.0
2016-12-12 00:00:00-05:00,32.57453667926691,33.32219219069425,32.51185917625311,32.88792419433594,1258300,0.0,0.0
2016-12-13 00:00:00-05:00,33.10282439119796,33.21027106250313,31.938805691997555,32.75362014770508,1814000,0.0,0.0
2016-12-14 00:00:00-05:00,32.789414960852234,33.129666546636656,31.312012961550575,31.47318458557129,3886300,0.0,0.0
2016-12-15 00:00:00-05:00,31.392616891357893,31.575276576689898,30.57780583995944,30.78374671936035,1555100,0.0,0.0
2016-12-16 00:00:00-05:00,30.74792433320068,31.75972361055813,30.694199298907073,31.571687698364258,3784000,0.0,0.0
2016-12-19 00:00:00-05:00,31.61645660802594,32.091015734512446,30.68524328207718,30.873275756835938,1983200,0.0,0.0
2016-12-20 00:00:00-05:00,30.640460951211054,31.437363071969198,30.622552616224105,31.294099807739258,944900,0.0,0.0
2016-12-21 00:00:00-05:00,31.016548298447006,31.535880143801233,30.855376582003842,31.356800079345703,703600,0.0,0.0
2016-12-22 00:00:00-05:00,31.338872046681058,32.789413167883815,31.159792094709683,32.52975082397461,1438500,0.0,0.0
2016-12-23 00:00:00-05:00,32.601391846980775,33.19235349857658,32.20741855113929,32.995365142822266,888300,0.0,0.0
2016-12-27 00:00:00-05:00,32.81628257381546,33.5684157585824,32.78046589462024,33.434104919433594,822200,0.0,0.0
2016-12-28 00:00:00-05:00,33.35351395817522,33.72062632417548,33.13861733179327,33.33560562133789,533800,0.0,0.0
2016-12-29 00:00:00-05:00,33.460958615195906,33.98924256630564,33.25770600604234,33.81911849975586,658500,0.0,0.0
2016-12-30 00:00:00-05:00,33.79227536894092,34.49068375169615,33.73407239326626,33.89076614379883,773000,0.0,0.0
2017-01-03 00:00:00-05:00,33.76541685294067,34.56231956097377,33.452029298883204,33.56843185424805,2007000,0.0,0.0
2017-01-04 00:00:00-05:00,33.72958148565394,34.392176339028346,32.614813899676776,33.111759185791016,1712300,0.0,0.0
2017-01-05 00:00:00-05:00,33.11176438975514,33.76540346888901,32.66406610960864,32.78942108154297,1099600,0.0,0.0
2017-01-06 00:00:00-05:00,32.610343062846454,33.093858054470296,32.28800315076425,32.97745895385742,1368000,0.0,0.0
2017-01-09 00:00:00-05:00,32.9595437679099,33.21025367491612,32.323809707668495,33.03117370605469,1333800,0.0,0.0
2017-01-10 00:00:00-05:00,34.73243616328218,34.88465195115045,32.40440287147004,32.986412048339844,3712600,0.0,0.0
2017-01-11 00:00:00-05:00,32.86104961425279,33.308747828573225,32.25217976952371,33.03117370605469,2185900,0.0,0.0
2017-01-12 00:00:00-05:00,32.85210311162162,33.138629777294476,32.34172727491263,33.0938606262207,1235200,0.0,0.0
2017-01-13 00:00:00-05:00,33.03118144078444,33.39829392586525,32.72674644713203,33.326663970947266,1010200,0.0,0.0
2017-01-17 00:00:00-05:00,33.2550228132149,33.326656167026,32.905818752551575,33.03117370605469,1907200,0.0,0.0
2017-01-18 00:00:00-05:00,32.90582143218563,33.02222393377457,32.601386485029906,32.80732727050781,1214200,0.0,0.0
2017-01-19 00:00:00-05:00,32.941644829436434,33.12967731334663,32.529763174490114,33.0938606262207,890400,0.0,0.0
2017-01-20 00:00:00-05:00,33.0849051676795,33.631097642077236,32.92373350586814,33.22816848754883,1337000,0.0,0.0
2017-01-23 00:00:00-05:00,33.11176522018564,33.50573848695521,32.65153143130322,32.92373275756836,2035300,0.0,0.0
2017-01-24 00:00:00-05:00,32.82525077510012,33.72960015657176,32.76257326428863,33.56843185424805,1199600,0.0,0.0
2017-01-25 00:00:00-05:00,33.53260590719881,33.84599337480169,32.62825335954383,32.83419418334961,1183300,0.0,0.0
2017-01-26 00:00:00-05:00,32.75138231459171,33.18338695274191,32.62538139095636,32.697383880615234,1015300,0.188,0.0
2017-01-27 00:00:00-05:00,32.760388902177894,32.88638984335065,32.22938248347262,32.79638671875,1088400,0.0,0.0
2017-01-30 00:00:00-05:00,32.58038590263727,33.23739325881272,32.58038590263727,33.10239028930664,912300,0.0,0.0
2017-01-31 00:00:00-05:00,33.01239352746685,33.79540189357646,33.01239352746685,33.6244010925293,1625200,0.0,0.0
2017-02-01 00:00:00-05:00,33.82239600120657,34.17339954442667,33.44438980855352,33.9933967590332,2212200,0.0,0.0
2017-02-02 00:00:00-05:00,33.930401958669556,34.92941432263272,33.849400863395026,34.578407287597656,2496300,0.0,0.0
2017-02-03 00:00:00-05:00,34.6414136850331,35.52342376747859,34.61441102915229,35.01041793823242,1495200,0.0,0.0
2017-02-06 00:00:00-05:00,35.2174273901085,35.415427452989576,34.849322575870474,35.316429138183594,1097600,0.0,0.0
2017-02-07 00:00:00-05:00,35.32543500955126,35.82044041857254,35.08243160513649,35.46943664550781,1362100,0.0,0.0
2017-02-08 00:00:00-05:00,35.3524194212693,35.721423673275766,34.72241467389366,35.24441909790039,1575200,0.0,0.0
2017-02-09 00:00:00-05:00,35.24443104135595,35.568435554528094,34.821424767684604,35.17243194580078,1138900,0.0,0.0
2017-02-10 00:00:00-05:00,35.100426202802595,35.61343215725894,34.740420458184104,35.34342956542969,868900,0.0,0.0
2017-02-13 00:00:00-05:00,35.31642214239376,35.739424845919174,34.94741788474438,35.487422943115234,1128300,0.0,0.0
2017-02-14 00:00:00-05:00,35.39743301372708,35.766437373217066,35.32543048832934,35.6854362487793,1098400,0.0,0.0
2017-02-15 00:00:00-05:00,35.55042850609702,35.775431218160925,35.280425938274114,35.66743087768555,1387700,0.0,0.0
2017-02-16 00:00:00-05:00,35.61341814139602,36.144424517429634,35.60441954629316,35.910423278808594,1034800,0.0,0.0
2017-02-17 00:00:00-05:00,35.79342736106717,35.95542956811068,35.370421216757045,35.658424377441406,1488000,0.0,0.0
2017-02-21 00:00:00-05:00,35.6044259306059,36.11743177515419,35.370421216757045,35.658424377441406,1295400,0.0,0.0
2017-02-22 00:00:00-05:00,35.46942918202192,36.00043574661526,35.46942918202192,35.86543273925781,800800,0.0,0.0
2017-02-23 00:00:00-05:00,35.95542431216506,35.95542431216506,35.34341682685662,35.550418853759766,564200,0.0,0.0
2017-02-24 00:00:00-05:00,35.550422575527726,35.69442414989533,35.39021940782057,35.6224250793457,374900,0.0,0.0
2017-02-27 00:00:00-05:00,35.73044373939743,35.73044373939743,35.17243778150145,35.532440185546875,603400,0.0,0.0
2017-02-28 00:00:00-05:00,35.496433726352436,35.811439646274025,35.27143096923828,35.27143096923828,653800,0.0,0.0
2017-03-01 00:00:00-05:00,35.19042163602927,36.03643400285524,35.16342241011569,35.9554328918457,734400,0.0,0.0
2017-03-02 00:00:00-05:00,35.730426927369244,36.35143309960653,35.6017239912702,36.19843292236328,818900,0.0,0.0
2017-03-03 00:00:00-05:00,36.07243610646809,36.42073780204432,35.57742739797238,36.36043930053711,1254100,0.0,0.0
2017-03-06 00:00:00-05:00,36.333429566268315,36.54943363639654,36.05442845755178,36.3784294128418,1784400,0.0,0.0
2017-03-07 00:00:00-05:00,36.23443464969396,36.94544403221457,36.04093218314136,36.66644287109375,1684000,0.0,0.0
2017-03-08 00:00:00-05:00,36.585440832602295,36.972445755910705,36.37843532484021,36.648441314697266,1926500,0.0,0.0
